judul,author,rating,num_of_rating,min_age,max_age,image_url,desc,user
Love You Forever,Robert Munsch,4.9,28.43,4,99,https://www.amazon.com/Love-You-Forever-Robert-Munsch/dp/0920668372/ref=sr_1_26?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-26," A young woman holds her newborn sonAnd looks at him lovingly.  Softly she sings to him: Ill love you forever Ill like you for always As long as Im living My baby youll be.  So begins the story that has touched the hearts of millions worldwide. Since publication in l986, Love You Forever has sold more than 30 million copies in paperback and the regular hardcover edition (as well as hundreds of thousands of copies in Spanish and French).  Firefly Books is proud to offer this sentimental favorite in a variety of editions and sizes:  We offer a trade paper and laminated hardcover edition in a 8 x 8 size.  In gift editions we carry: a slipcased edition (8 1/2 x 8 1/4), with a laminated box and a cloth binding on the book and a 10 x 10 laminated hardcover with jacket.  And a Big Book Edition, 16 x 16 with a trade paper binding. ",1
The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,America's Test Kitchen Kids,4.8,10.575,8,12,https://www.amazon.com/Complete-Cookbook-Young-Chefs/dp/1492670022/ref=sr_1_27?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-27,"The #1 New York Times Best Seller!An Amazon Best Book of 2018!IACP Award WinnerWant to bake the most-awesome-ever cupcakes? Or surprise your family with breakfast tacos on Sunday morning? Looking for a quick snack after school? Or maybe something special for a sleepover? Its all here. Learn to cook like a pro―its easier than you think.For the first time ever, Americas Test Kitchen is bringing their scientific know-how, rigorous testing, and hands-on learning to KIDS in the kitchen! Using kid-tested and approved recipes, Americas Test Kitchen has created THE cookbook every kid chef needs on their shelf. Whether youre cooking for yourself, your friends, or your family, The Complete Cookbook for Young Chefs has delicious recipes that will wow!  Recipes were thoroughly tested by more than 750 kids to get them just right for cooks of all skill levels―including recipes for breakfast, snacks and beverages, dinners, desserts, and more. Step-by-step photos of tips and techniques will help young chefs feel like pros in their own kitchen Testimonials (and even some product reviews!) from kid test cooks who worked alongside Americas Test Kitchen will encourage young chefs that they truly are learning the best recipes from the best cooks.By empowering young chefs to make their own choices in the kitchen, Americas Test Kitchen is building a new generation of confident cooks, engaged eaters, and curious experimenters.",1
The Office: A Day at Dunder Mifflin Elementary,Robb Pearlman,4.9,7.48,4,8,https://www.amazon.com/Office-Day-Dunder-Mifflin-Elementary/dp/0316428388/ref=sr_1_28?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-28,"The instant #1 New York Times bestseller!Discover The Office reboot fans never knew they needed with this kid-friendly adaptation of everyones favorite workplace comedy (Entertainment Weekly).Michael Scott is Line Leader at Dunder Mifflin Elementary! Its a very big job, but Michael is sure he can liveup to the Worlds Best Line Leader title printed on his water bottle. Theres just one problem--Michael doesnt know how to lead the line. Filled with colorful, detailed illustrations and brimming with Easter eggs and nods to iconic moments from the show, this hilarious reimagining features a pint-sized cast. This story will introduce The Office to a whole new generation and will teach them that everyone needs to ask for help sometimes. Even Line Leaders.The Office is a trademark and copyright of Universal Content Productions LLC. Licensed by Universal Studios 2020. All Rights Reserved.",1
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),Dinah Bucholz,4.7,17.088,9,99,https://www.amazon.com/Unofficial-Harry-Potter-Cookbook-Knickerbocker/dp/1440503257/ref=sr_1_29?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-29,"With this cookbook, dining a la Hogwarts is as easy as Banoffi Pie. With more than 150 easy-to-make recipes, tips, and techniques, you can indulge in spellbindingly delicious meals drawn straight from the pages of your favorite Potter stories, such as:  Treacle Tart, Harrys favorite dessert Mollys Meat Pies, Mrs. Weasleys classic dish Kreachers French Onion Soup Pumpkin Pasties, a staple on the Hogwarts Express cart  With a dash of magic and a drop of creativity, youll conjure up the entrees, desserts, snacks, and drinks you need to transform ordinary Muggle meals into magical culinary masterpieces, sure to make even Mrs. Weasley proud.",1
"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)",Dr. Seuss,4.9,9.678,6,9,https://www.amazon.com/Seusss-Beginner-Collection-Green-Socks/dp/0375851569/ref=sr_1_30?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-30,"Celebrate back-to-school—no matter what that looks like—with this collectible Dr. Seuss boxed set that’s perfect for inspiring a love of reading! An ideal gift for new parents, birthday celebrations, and happy occasions of all kinds, this collection of five beloved Beginner Books by Dr. Seuss will be cherished by young and old alike.  Books in this boxed set include:· The Cat in the Hat· One Fish Two Fish Red Fish Blue Fish· Green Eggs and Ham· Hop on Pop · Fox in Socks Originally created by Dr. Seuss himself, Beginner Books are fun, funny, and easy to read. These unjacketed hardcover early readers encourage children to read all on their own, using simple words and illustrations. Smaller than the classic large format Seuss picture books like The Lorax and Oh, The Places You’ll Go!, these portable packages are perfect for practicing readers ages 3-7—and lucky parents too!“Pretty much all the stuff you need to know is in Dr. Seuss.” –President Barack Obama",1
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,18.175,3,99,https://www.amazon.com/Am-Confident-Brave-Beautiful-Coloring/dp/0692927999/ref=sr_1_31?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-31,"This groundbreaking coloring book is all about building a girls confidence, imagination, and spirit! The 22+ coloring pages encourage girls to think beyond social conventions and inspire conversations with adults about what it really means to be confident, brave, and beautiful. Features & Highlights:Whimsical black-and-white line drawings explore concepts like bravery, beauty, strength, creativity, independence and more Positive, educational and fun a great gift for any girl Based on studies showing that coloring books can combat stereotypes and positively impact girls interest in things like science  Designed to build confidence in girls age 3-8, while giving them an opportunity to express themselves creatively A Great Gift for Any GirlIf youre looking for an activity for your toddler, preschooler, kindergartner or school-aged child, this cute and positive book helps kids build confidence while inspiring and entertaining them. It s a fun and mess-free way to engage in arts and crafts for girls age 3, 4, 5, 6, 7, 8 and up.Hundreds of Illustrations This book features hundreds of whimsical doodles, including: butterflies, nature scenes, an astronaut, unicorns, science scenes, trees, flowers, a castle, birds, ocean waves, animals, hearts, cats, rainbows, camping scenes, dragons, stars, a gardening scene, a microscope, a treehouse, a telescope, plants, a skyscraper, rockets, space scenes, a train, a superhero cape, musical instruments, art supplies, dolphins, bunnies, rock climbing, elephants, illustrated math equations, dancing, singing, swimming, biking, dogs, an exploration of inner beauty and much, much more!Perfect for Artists This book is a great choice for budding artists. The paper is heavier than most coloring books and works well with art supplies like crayons, colored pencils, gel pens and most markers. It also pairs nicely with craft supplies like glitter glue, pom poms and stickers for an arts and crafts-themed gift. This inspiring book stands out from other girl toys and kids crafts on the market because of its focus on lifting girls up.",1
Harry Potter: The Illustrated Collection (Books 1-3 Boxed Set),J.K. Rowling,4.9,4.959,8,99,https://www.amazon.com/Harry-Potter-Illustrated-Collection-Books/dp/133831291X/ref=sr_1_32?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-32,"The first three books in the Harry Potter series, gorgeously illustrated in full color by Jim Kay, now available in a collectible boxed set!This beautifully produced boxed set is the perfect introduction to the Harry Potter series, and an impressive gift for new readers and lifelong fans alike. It contains the first three books in the series (Harry Potter and the Sorcerers Stone, Harry Potter and the Chamber of Secrets, and Harry Potter and the Prisoner of Azkaban) in large-scale editions, gorgeously illustrated in full color by award-winning artist Jim Kay. These editions are a pleasure to read, with generously sized pages, color on every page, and a ribbon bookmark in each volume. A full-color slipcase featuring red foiled lettering and Kays brilliant depiction of Diagon Alley completes the package, making this collection a luxurious gift for readers and Harry Potter fans of all ages.",1
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,13.483,3,99,https://www.amazon.com/What-Should-Danny-Power-Choose/dp/069284838X/ref=sr_1_33?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-33,"FUN. INTERACTIVE. EMPOWERING. THE BOOK THEYLL LOVE TO READ AGAIN AND AGAIN!With 9 Stories in 1, the fun never ends! What Should Danny Do? is an innovative, interactive book that empowers kids with the understanding that their choices will shape their days, and ultimately their lives into what they will be. Written in a Choose Your Own Story style, the book follows Danny, a Superhero-in-Training, through his day as he encounters choices that kids face on a daily basis. As your children navigate through the different story lines, they will begin to realize that their choices for Danny shaped his day into what it became. And in turn, their choices for themselves will shape their days, and ultimately their lives, into what they will be.Boys and girls both love and relate to Danny, while enjoying the interactive nature of the book they never know what will come next! Parents and Teachers love the social-emotional skills the book teaches through empowering kids to make positive choices while demonstrating the natural consequences to negative choices. A must-have on every bookshelf.",1
"200 Must Know Sight Words Activity Workbook: Learn, Trace & Practice The 200 Most Common High Frequency Words For Kids Learning To Write & Read. | Ages 5-8",Smart Kids Notebooks,4.7,3.959,0,0,https://www.amazon.com/Must-Sight-Words-Activity-Workbook/dp/B0892HRS76/ref=sr_1_34?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-34,Top 200 most common sight words for kids!Are you ready to get your kids’ reading and writing to the next level?With this notebook you will get:200 most common words for kids to learnFun and engaging activity workbook to make the learning process easyIncreasing difficulty to help your little learners get smarter fast!Handy table of content so you can teach them any word you want at any timePerfect handy size 8.5x11Get Yours Today and Start Learning!,1
The Wonky Donkey,Craig Smith,4.8,47.475,3,5,https://www.amazon.com/Wonky-Donkey-Craig-Smith/dp/0545261244/ref=sr_1_35?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1611149061&refinements=p_72%3A1250221011&s=books&sr=1-35,"Kids will love this cumulative and hysterical read-aloud! I was walking down the road and I saw . . .A donkey,Hee Haw!And he only had three legs!He was a wonky donkey. Children will be in fits of laughter with this perfect read-aloud tale of an endearing donkey. By the books final page, readers end up with a spunky, hanky-panky, cranky, stinky, dinky, lanky, honky-tonky, winky wonky donkey! Thank you!",1
